
AIX snifpbeta02 3 5 000C6F22D900    11/09/09

System configuration: lcpu=12 ent=1.00 mode=Uncapped 

06:30:00    %usr    %sys    %wio   %idle   physc   %entc
09:06:59      11       2       0      87    0.13    13.5
09:07:59      12       2       0      86    0.15    14.5
09:08:59      13       2       0      85    0.16    15.8
09:09:59      13       2       0      85    0.15    15.2
09:10:59      30       6       0      64    0.37    36.9
09:11:59      13       2       0      85    0.16    15.5
09:12:59      14       2       0      83    0.17    17.3
09:13:59      12       2       0      86    0.14    14.1
09:14:59      13       2       0      85    0.15    15.3
09:15:59      12       2       0      86    0.15    14.9
09:16:59      13       2       0      85    0.15    15.1
09:17:59      14       2       0      84    0.17    16.6
09:18:59      16       2       0      82    0.19    18.8
09:19:59      13       2       0      85    0.16    15.5
09:20:59      13       2       0      85    0.15    15.3
09:21:59      14       2       0      84    0.16    16.2
09:22:59      12       2       0      86    0.15    14.9
09:23:59      14       2       0      84    0.16    16.3
09:24:59      15       2       0      83    0.17    17.4
09:25:59      33       6       0      60    0.40    40.1
09:26:59      15       2       0      82    0.18    18.1
09:27:59      15       2       0      83    0.17    17.4
09:28:59      16       2       0      81    0.19    19.0
09:29:59      13       2       0      85    0.15    15.2
09:30:59      15       2       0      82    0.18    18.1
09:31:59      15       2       0      83    0.18    17.8
09:32:59      13       2       0      84    0.16    16.1
09:33:59      14       2       0      83    0.17    17.2
09:34:59      15       2       0      83    0.18    17.7
09:35:59      15       2       0      83    0.18    17.8
09:36:59      14       2       0      84    0.17    16.8
09:37:59      13       2       0      85    0.15    15.1
09:38:59      12       2       0      86    0.14    14.1
09:39:59      13       2       0      85    0.15    15.3
09:40:59      31       6       0      63    0.37    37.4
09:41:59      13       2       0      85    0.16    15.8
09:42:59      14       2       0      84    0.16    16.1
09:43:59      12       2       0      87    0.14    13.9
09:44:59      13       2       0      85    0.15    15.3
09:45:59      11       2       0      88    0.13    13.0
09:46:59      12       2       0      86    0.15    15.0
09:47:59      13       2       0      85    0.16    15.7
09:48:59      14       2       0      83    0.17    17.1
09:49:59      13       2       0      85    0.15    15.1
09:50:59      14       2       0      84    0.16    16.4
09:51:59      12       2       0      86    0.15    14.9
09:52:59      11       2       0      87    0.14    13.6
09:53:59      15       2       0      83    0.18    17.6
09:54:59      14       2       0      84    0.16    16.5
09:55:59      31       6       0      63    0.38    37.9
09:56:59      15       2       0      83    0.17    17.3
09:57:59      13       2       0      85    0.15    15.5
09:58:59      13       2       0      85    0.15    15.4
09:59:59      12       2       0      86    0.15    15.0
10:00:59      12       2       0      86    0.15    14.5
10:01:59      12       2       0      86    0.15    14.7
10:02:59      12       2       0      86    0.15    14.8
10:03:59      12       2       0      86    0.14    14.4
10:04:59      15       2       0      82    0.18    18.4
10:05:59      13       2       0      85    0.16    16.0
10:06:59      12       2       0      86    0.14    14.2
10:07:59      12       2       0      86    0.14    14.3
10:08:59      11       2       0      87    0.13    13.3
10:09:59      11       2       0      87    0.14    13.7
10:10:59      32       6       0      62    0.38    38.3
10:11:59      13       2       0      85    0.16    15.9
10:12:59      12       2       0      86    0.15    14.8
10:13:59      12       2       0      86    0.14    14.2
10:14:59      13       2       0      85    0.15    15.2
10:15:59      12       2       0      86    0.14    14.2
10:16:59      16       2       0      82    0.19    19.0
10:17:59      16       2       0      82    0.18    18.5
10:18:59      12       2       0      86    0.15    14.7
10:19:59      10       2       0      88    0.12    12.4
10:20:59      11       2       0      87    0.13    13.2
10:21:59      12       2       0      86    0.14    14.1
10:22:59      12       2       0      86    0.15    14.7
10:23:59      12       2       0      86    0.15    14.5
10:24:59      13       2       0      85    0.15    15.2
10:25:59      31       6       0      63    0.38    37.9
10:26:59      14       2       0      83    0.17    17.0
10:27:59      14       2       0      84    0.16    16.4
10:28:59      11       2       0      87    0.14    13.6
10:29:59      13       2       0      84    0.16    16.2
10:30:59      16       2       0      82    0.18    18.4
10:31:59      12       2       0      86    0.14    14.0
10:32:59      13       2       0      85    0.15    15.1
10:33:59      12       2       0      86    0.15    14.9
10:34:59      12       2       0      86    0.15    15.0
10:35:59      13       2       0      85    0.16    15.8
10:36:59      12       2       0      86    0.14    14.1
10:37:59      10       2       0      89    0.12    11.9
10:38:59      15       2       0      83    0.17    17.3
10:39:59      11       2       0      88    0.13    12.9
10:40:59      30       6       0      64    0.37    36.9
10:41:59      13       2       0      85    0.16    15.7
10:42:59      12       2       0      87    0.14    14.0
10:43:59      11       2       0      88    0.13    12.9
10:44:59      12       2       0      86    0.15    14.9
10:45:59      12       2       0      86    0.14    14.1
10:46:59      11       2       0      87    0.13    13.1
10:47:59       8       2       0      90    0.10    10.2
10:48:59       9       2       0      89    0.12    11.5
10:49:59      11       2       0      87    0.13    13.1
10:50:59      13       2       0      85    0.15    15.2
10:51:59      13       2       0      84    0.16    16.1
10:52:59      11       2       0      87    0.13    13.4
10:53:59      11       2       0      87    0.13    13.3
10:54:59      12       2       0      86    0.14    14.5
10:55:59      29       6       0      65    0.36    35.9
10:56:59      12       2       0      87    0.14    13.9
10:57:59      13       2       0      85    0.15    15.2
10:58:59      11       2       0      87    0.14    13.9
10:59:59       9       2       0      89    0.11    11.5
11:00:59      11       3       0      86    0.14    14.2
11:01:59      10       2       0      89    0.12    11.9
11:02:59      13       2       0      85    0.15    15.2
11:03:59      12       2       0      85    0.15    15.0
11:04:59      15       2       0      82    0.18    18.2
11:05:59      15       2       0      82    0.18    18.3
11:06:59      11       2       0      87    0.13    13.5
11:07:59      12       2       0      86    0.15    14.8
11:08:59      12       2       0      86    0.15    14.5
11:09:59      12       2       0      86    0.14    14.0
11:10:59      29       6       0      65    0.36    35.7
11:11:59      22       3       0      74    0.26    26.1
11:12:59      11       2       0      87    0.13    13.3
11:13:59      12       2       0      86    0.14    14.1
11:14:59      13       2       0      85    0.16    15.6
11:15:59      11       2       0      87    0.14    13.8
11:16:59      28       4       0      68    0.33    32.6
11:17:59      24       3       0      72    0.28    28.2
11:18:59      20       3       0      77    0.24    23.6
11:19:59      19       3       0      78    0.23    22.7
11:20:59      23       3       0      74    0.26    26.5
11:21:59      20       3       0      77    0.23    23.3
11:22:59      18       3       0      79    0.21    21.5
11:23:59      20       3       0      77    0.23    23.5
11:24:59      20       3       0      77    0.24    23.7
11:25:59      37       7       0      56    0.45    44.5
11:26:59      19       3       0      78    0.22    22.3
11:27:59      15       2       0      83    0.17    17.4
11:28:59      16       2       0      82    0.19    19.0
11:29:59      16       2       0      81    0.19    19.1
11:30:59      18       3       0      80    0.21    20.8
11:31:59      15       2       0      83    0.18    17.9
11:32:59      16       2       0      82    0.19    18.6
11:33:59      16       2       0      82    0.19    18.5
11:34:59      17       3       0      81    0.20    19.7
11:35:59      17       2       0      80    0.20    20.4
11:36:59      31       3       0      65    0.35    35.1
11:37:59      47       6       0      47    0.54    53.8
11:38:59      25       1       0      74    0.27    26.8
11:39:59      14       1       0      85    0.16    15.8
11:40:59      34       5       0      60    0.40    40.0
11:41:59       9       1       0      89    0.11    10.9
11:42:59      13       2       0      86    0.15    14.8
11:43:59       7       1       0      91    0.09     9.0
11:44:59       8       1       0      91    0.10     9.8
11:45:59       9       2       0      90    0.11    10.7
11:46:59       7       1       0      92    0.09     8.5
11:47:59       7       1       0      92    0.09     8.6
11:48:59       9       2       0      89    0.11    11.3
11:49:59      10       2       0      88    0.12    12.2
11:50:59      11       2       0      87    0.13    13.4
11:51:59       8       2       0      91    0.10     9.7
11:52:59      15       2       0      83    0.17    17.4
11:53:59       8       2       0      90    0.10    10.2
11:54:59      10       2       0      88    0.13    12.6
11:55:59      25       6       0      69    0.31    31.4
11:56:59       9       2       0      89    0.11    11.0
11:57:59       9       2       0      89    0.12    11.7
11:58:59      10       2       0      88    0.12    12.1
11:59:59       8       2       0      90    0.10    10.2
12:00:59      10       2       0      88    0.13    12.7
12:01:59       8       2       0      91    0.10     9.7
12:02:59       8       2       0      90    0.10    10.2
12:03:59       7       2       0      91    0.09     9.4
12:04:59       9       2       0      90    0.11    10.8
12:05:59       9       2       0      89    0.12    11.5
12:06:59       9       2       0      89    0.11    11.2
12:07:59       9       2       0      90    0.11    10.5
12:08:59       7       2       0      91    0.09     9.3
12:09:59       9       2       0      90    0.11    10.7
12:10:59      29       6       0      65    0.35    35.4
12:11:59      10       2       0      88    0.12    12.0
12:12:59      12       2       0      86    0.15    14.8
12:13:59      11       2       0      87    0.13    13.2
12:14:59       9       2       0      89    0.11    11.0
12:15:59       8       2       0      90    0.11    10.5
12:16:59       8       2       0      91    0.10     9.8
12:17:59      10       2       0      88    0.12    12.0
12:18:59      10       2       0      88    0.13    12.5
12:19:59       9       2       0      89    0.11    11.0
12:20:59       8       2       0      91    0.10     9.9
12:21:59       8       2       0      90    0.11    10.6
12:22:59      11       2       0      87    0.13    13.1
12:23:59      10       2       0      88    0.12    12.4
12:24:59       7       2       0      91    0.09     9.4
12:25:59      27       6       0      68    0.33    32.8
12:26:59       9       2       0      90    0.11    10.9
12:27:59       8       2       0      90    0.11    10.6
12:28:59       7       2       0      91    0.09     9.4
12:29:59       8       2       0      90    0.11    10.6
12:30:59       9       2       0      89    0.12    11.6
12:31:59      10       2       0      88    0.12    12.1
12:32:59      17       2       0      81    0.19    19.5
12:33:59       8       2       0      90    0.10    10.1
12:34:59      12       2       0      86    0.15    14.6
12:35:59      12       2       0      86    0.15    14.6
12:36:59      11       2       0      87    0.13    13.0
12:37:59      10       2       0      88    0.13    12.8
12:38:59       9       2       0      89    0.11    11.0
12:39:59       9       2       0      89    0.11    11.4
12:40:59      26       6       0      69    0.32    31.9
12:41:59       8       2       0      90    0.10    10.2
12:42:59      10       2       0      88    0.12    12.2
12:43:59      10       2       0      88    0.12    12.1
12:44:59      12       2       0      86    0.15    14.7
12:45:59       9       2       0      90    0.11    10.7
12:46:59      10       2       0      88    0.13    12.7
12:47:59       8       2       0      90    0.10    10.4
12:48:59       9       2       0      89    0.11    11.3
12:49:59       8       2       0      90    0.10    10.1
12:50:59       9       2       0      89    0.11    11.1
12:51:59      11       2       0      87    0.14    13.6
12:52:59      11       2       0      87    0.13    13.2
12:53:59       8       2       0      90    0.10    10.0
12:54:59       7       1       0      91    0.09     9.4
12:55:59      27       6       0      68    0.33    32.9
12:56:59       8       2       0      91    0.10     9.6
12:57:59      11       2       0      87    0.13    13.4
12:58:59       9       2       0      89    0.11    11.3
12:59:59       9       2       0      89    0.11    11.4
13:00:59       9       2       0      89    0.11    11.2
13:01:59      11       2       0      87    0.14    13.8
13:02:59       9       2       0      90    0.11    10.9
13:03:59      12       2       0      86    0.15    14.7
13:04:59       8       2       0      90    0.10    10.3
13:05:59      10       2       0      89    0.12    11.9
13:06:59      10       2       0      88    0.12    12.0
13:07:59      10       2       0      89    0.12    11.7
13:08:59      11       2       0      87    0.14    13.8
13:09:59       9       2       0      89    0.11    11.4
13:10:59      27       6       0      67    0.33    33.2
13:11:59      11       2       0      87    0.13    13.2
13:12:59       9       2       0      89    0.11    11.4
13:13:59      11       2       0      87    0.13    13.5
13:14:59      10       2       0      88    0.13    12.6
13:15:59      11       2       0      87    0.13    13.1
13:16:59       9       2       0      89    0.11    11.1
13:17:59      12       2       0      86    0.14    14.2
13:18:59      11       2       0      87    0.13    13.1
13:19:59      10       2       0      88    0.13    12.7
13:20:59      11       2       0      87    0.13    13.1
13:21:59      12       2       0      86    0.15    14.5
13:22:59      11       2       0      87    0.14    13.9
13:23:59      12       2       0      87    0.14    13.8
13:24:59      11       2       0      87    0.14    13.6
13:25:59      30       6       0      63    0.37    37.2
13:26:59      12       2       0      86    0.15    14.9
13:27:59      11       2       0      87    0.13    13.3
13:28:59      10       2       0      88    0.13    12.7
13:29:59      12       2       0      86    0.14    14.4
13:30:59      12       2       0      86    0.14    14.0
13:31:59      12       2       0      86    0.14    14.0
13:32:59      10       2       0      89    0.12    11.9
13:33:59      10       2       0      88    0.12    12.0
13:34:59      13       2       0      85    0.15    15.2
13:35:59      13       2       0      85    0.16    15.8
13:36:59      11       2       0      88    0.13    13.0
13:37:59      12       2       0      86    0.15    14.8
13:38:59      11       2       0      87    0.14    13.8
13:39:59      11       2       0      88    0.13    13.0
13:40:59      29       6       0      65    0.35    35.2
13:41:59      12       2       0      86    0.14    14.3
13:42:59      11       2       0      88    0.13    12.9
13:43:59      11       2       0      88    0.13    12.8
13:44:59      10       2       0      88    0.12    12.2
13:45:59      13       2       0      85    0.16    15.6
13:46:59      10       2       0      88    0.12    12.4
13:47:59       9       2       0      89    0.11    11.3
13:48:59       9       2       0      90    0.11    10.7
13:49:59       9       2       0      89    0.11    11.3
13:50:59      10       2       0      88    0.13    12.5
13:51:59      10       2       0      88    0.12    12.2
13:52:59       9       2       0      89    0.11    11.2
13:53:59      10       2       0      89    0.12    11.8
13:54:59      11       2       0      87    0.13    13.5
13:55:59      26       6       0      68    0.33    32.5
13:56:59       9       2       0      89    0.11    11.2
13:57:59      12       2       0      87    0.14    13.8
13:58:59      12       2       0      86    0.14    14.0
13:59:59      10       2       0      88    0.12    12.5
14:00:59       8       2       0      90    0.11    10.5
14:01:59       9       2       0      89    0.11    11.3
14:02:59      10       2       0      89    0.12    11.8
14:03:59      10       2       0      89    0.12    11.6
14:04:59       8       2       0      90    0.10    10.2
14:05:59      10       2       0      88    0.12    12.1
14:06:59       9       2       0      90    0.11    10.8
14:07:59      10       2       0      89    0.12    11.7
14:08:59       7       1       0      92    0.09     8.7
14:09:59       7       1       0      91    0.09     9.4
14:10:59      25       6       0      69    0.32    31.5
14:11:59       9       2       0      89    0.11    11.0
14:12:59       9       2       0      89    0.11    11.0
14:13:59       7       1       0      92    0.09     8.5
14:14:59       7       1       0      92    0.09     8.9
14:15:59      11       2       0      88    0.13    13.0
14:16:59      11       2       0      87    0.13    13.4
14:17:59       9       2       0      90    0.11    10.7
14:18:59      10       2       0      88    0.12    12.0
14:19:59       9       2       0      90    0.11    10.8
14:20:59      11       2       0      87    0.14    13.6
14:21:59       8       1       0      90    0.10    10.0
14:22:59       7       1       0      91    0.09     9.0
14:23:59      10       2       0      88    0.12    12.0
14:24:59       7       1       0      92    0.09     8.6
14:25:59      27       6       0      68    0.33    32.9
14:26:59       7       1       0      91    0.09     9.1
14:27:59       9       2       0      89    0.11    11.3
14:28:59      10       2       0      89    0.12    11.7
14:29:59      12       2       0      86    0.14    14.1
14:30:59       9       2       0      90    0.11    10.8
14:31:59       9       2       0      90    0.11    10.5
14:32:59       7       1       0      92    0.09     8.8
14:33:59       8       1       0      91    0.09     9.3
14:34:59       8       2       0      90    0.10    10.4
14:35:59       9       2       0      89    0.11    11.4
14:36:59       9       2       0      89    0.11    11.3
14:37:59       7       1       0      91    0.09     9.1
14:38:59       9       2       0      90    0.11    10.6
14:39:59       7       1       0      92    0.09     8.6
14:40:59      25       6       0      69    0.32    31.5
14:41:59       6       1       0      92    0.08     8.2
14:42:59      10       2       0      88    0.12    12.3
14:43:59       8       2       0      91    0.10     9.6
14:44:59       8       1       0      91    0.10     9.5
14:45:59       8       1       0      91    0.09     9.4
14:46:59       8       1       0      91    0.10     9.7
14:47:59       9       2       0      89    0.11    11.3
14:48:59      10       2       0      88    0.12    12.0
14:49:59       7       1       0      92    0.08     8.3
14:50:59       9       2       0      89    0.12    11.6
14:51:59       8       1       0      91    0.10     9.8
14:52:59      11       2       0      87    0.13    13.3
14:53:59       7       1       0      91    0.09     9.3
14:54:59       6       1       0      93    0.08     7.7
14:55:59      26       6       0      68    0.32    32.4
14:56:59       7       1       0      92    0.08     8.4
14:57:59       8       2       0      90    0.10    10.1
14:58:59       7       1       0      92    0.08     8.2
14:59:59       9       2       0      89    0.11    11.1
15:00:59       9       2       0      90    0.11    10.8
15:01:59       8       1       0      91    0.10     9.8
15:02:59       7       1       0      91    0.09     8.9
15:03:59       8       1       0      91    0.10     9.5
15:04:59       9       1       0      90    0.11    10.5
15:05:59       8       2       0      91    0.10     9.6
15:06:59       6       1       0      92    0.08     7.9
15:07:59       6       1       0      92    0.08     8.1
15:08:59       6       1       0      93    0.07     7.4
15:09:59       6       1       0      93    0.08     7.7
15:10:59      24       6       0      70    0.30    30.1
15:11:59       5       1       0      93    0.07     7.0
15:12:59       7       1       0      92    0.08     8.3
15:13:59       8       1       0      90    0.10    10.3
15:14:59       5       1       0      94    0.06     6.1
15:15:59       5       1       0      94    0.06     6.4
15:16:59       5       1       0      93    0.07     6.9
15:17:59       5       1       0      94    0.06     6.4
15:18:59       4       1       0      95    0.06     5.7
15:19:59       5       1       0      94    0.06     6.1
15:20:59       6       1       0      93    0.08     7.8
15:21:59       5       1       0      94    0.06     6.4
15:22:59       5       1       0      94    0.07     6.9
15:23:59       7       1       0      92    0.08     8.5
15:24:59       5       1       0      94    0.06     6.1
15:25:59      25       6       0      70    0.31    30.5
15:26:59       7       1       0      92    0.09     8.5
15:27:59       5       1       0      93    0.07     7.1
15:28:59       4       1       0      95    0.06     5.8
15:29:59       5       1       0      94    0.06     6.5
15:30:59       6       1       0      93    0.07     7.3
15:31:59       7       1       0      91    0.09     9.2
15:32:59       4       1       0      94    0.06     5.9
15:33:59       8       1       0      91    0.10     9.6
15:34:59       7       1       0      92    0.09     8.7
15:35:59       6       1       0      93    0.07     7.5
15:36:59       8       1       0      91    0.09     9.5
15:37:59       5       1       0      94    0.06     6.3
15:38:59       5       1       0      94    0.06     6.2
15:39:59       4       1       0      95    0.06     5.8
15:40:59      23       5       0      72    0.29    28.9
15:41:59       5       1       0      94    0.07     6.6
15:42:59       5       1       0      94    0.07     6.6
15:43:59       4       1       0      95    0.06     5.7
15:44:59       7       1       0      92    0.09     8.7
15:45:59       5       1       0      94    0.07     6.7
15:46:59       5       1       0      94    0.07     6.7
15:47:59       6       1       0      93    0.08     7.8
15:48:59       7       1       0      92    0.08     8.3
15:49:59       9       1       0      90    0.11    10.7
15:50:59       6       1       0      93    0.08     7.5
15:51:59       6       1       0      93    0.07     7.2
15:52:59       7       1       0      91    0.09     9.0
15:53:59       6       1       0      93    0.08     7.5
15:54:59       7       1       0      92    0.08     8.3
15:55:59      25       6       0      70    0.31    30.8
15:56:59       5       1       0      94    0.07     6.8
15:57:59       5       1       0      94    0.07     6.7
15:58:59       6       1       0      93    0.07     7.3
15:59:59       7       1       0      92    0.09     8.9
16:00:59       6       1       0      93    0.08     7.8
16:01:59       7       1       0      92    0.08     8.5
16:02:59      12       2       0      86    0.14    14.1
16:03:59       8       2       0      91    0.10     9.7
16:04:59       7       1       0      92    0.09     8.9
16:05:59       7       1       0      92    0.09     8.9
16:06:59       6       1       0      92    0.08     8.1
16:07:59       9       2       0      89    0.11    11.0
16:08:59       7       1       0      91    0.09     9.2
16:09:59       7       1       0      91    0.09     9.4
16:10:59      25       5       0      69    0.31    31.3
16:11:59       7       1       0      91    0.09     9.3
16:12:59       8       2       0      91    0.10     9.6
16:13:59       9       2       0      89    0.11    11.3
16:14:59       8       2       0      91    0.10     9.6
16:15:59       8       1       0      90    0.10    10.0
16:16:59       7       1       0      91    0.09     9.0
16:17:59       6       1       0      93    0.08     7.7
16:18:59       8       1       0      91    0.10     9.9
16:19:59       7       1       0      92    0.09     8.9
16:20:59       8       2       0      90    0.10    10.1
16:21:59       8       1       0      91    0.10     9.5
16:22:59       6       1       0      92    0.08     8.0
16:23:59       6       1       0      92    0.08     8.3
16:24:59       6       1       0      93    0.08     7.8
16:25:59      23       5       0      71    0.29    29.3
16:26:59       5       1       0      94    0.07     6.8
16:27:59       7       1       0      91    0.09     9.2
16:28:59       8       2       0      91    0.10     9.5
16:29:59       7       1       0      91    0.09     8.9
16:30:59       7       1       0      92    0.09     8.6
16:31:59       7       1       0      92    0.08     8.3
16:32:59       7       1       0      91    0.09     8.9
16:33:59       8       2       0      91    0.10     9.8
16:34:59       8       2       0      90    0.10    10.0
16:35:59       9       2       0      90    0.11    10.9
16:36:59       7       1       0      92    0.09     8.7
16:37:59       6       1       0      93    0.08     7.7
16:38:59       7       1       0      92    0.09     8.6
16:39:59       7       1       0      91    0.09     9.1
16:40:59      25       6       0      69    0.31    31.3
16:41:59       7       1       0      92    0.08     8.4
16:42:59       8       1       0      91    0.10     9.5
16:43:59       6       1       0      92    0.08     7.9
16:44:59       6       1       0      93    0.08     7.9
16:45:59       8       1       0      91    0.09     9.4
16:46:59       6       1       0      93    0.07     7.3
16:47:59       5       1       0      94    0.07     6.6
16:48:59       8       1       0      90    0.10    10.0
16:49:59       6       1       0      93    0.08     7.6
16:50:59       7       2       0      92    0.09     8.8
16:51:59       6       1       0      93    0.08     7.5
16:52:59       6       1       0      93    0.08     7.6
16:53:59       6       1       0      93    0.07     7.4
16:54:59       7       1       0      91    0.09     9.1
16:55:59      26       6       0      69    0.32    31.8
16:56:59       5       1       0      94    0.06     6.4
16:57:59       7       1       0      92    0.09     8.8
